"location","keyword","frequency","time"
"old town","rain","0","07/04 @ 20h"
"old town","rain","0","07/04 @ 21h"
"old town","rain","0","07/04 @ 22h"
"old town","rain","0","07/04 @ 23h"
"old town","rain","0","08/04 @ 00h"
"old town","rain","0","08/04 @ 01h"
"old town","rain","0","08/04 @ 02h"
"old town","rain","0","08/04 @ 03h"
"old town","rain","0","08/04 @ 04h"
"old town","rain","0","08/04 @ 05h"
"old town","rain","0","08/04 @ 06h"
"old town","rain","0","08/04 @ 07h"
"old town","rain","0","08/04 @ 08h"
"old town","rain","0","08/04 @ 09h"
"old town","rain","0","08/04 @ 10h"
"old town","rain","2","08/04 @ 11h"
"old town","rain","0","08/04 @ 12h"
"old town","rain","1","08/04 @ 13h"
"old town","rain","2","08/04 @ 14h"
"old town","rain","0","08/04 @ 15h"
"old town","rain","1","08/04 @ 16h"
"old town","rain","0","08/04 @ 17h"
"old town","rain","3","08/04 @ 18h"
"old town","rain","1","08/04 @ 19h"
"old town","rain","1","08/04 @ 20h"
"old town","rain","0","08/04 @ 21h"
"old town","rain","0","08/04 @ 22h"
"old town","rain","1","08/04 @ 23h"
"old town","rain","0","09/04 @ 00h"
"old town","rain","0","09/04 @ 01h"
"old town","rain","0","09/04 @ 02h"
"old town","rain","0","09/04 @ 03h"
"old town","rain","0","09/04 @ 04h"
"old town","rain","0","09/04 @ 05h"
"old town","rain","0","09/04 @ 06h"
"old town","rain","0","09/04 @ 07h"
"old town","rain","0","09/04 @ 08h"
"old town","rain","2","09/04 @ 09h"
"old town","rain","1","09/04 @ 10h"
"old town","rain","1","09/04 @ 11h"
"old town","rain","3","09/04 @ 12h"
"old town","rain","0","09/04 @ 13h"
"old town","rain","0","09/04 @ 14h"
"old town","rain","0","09/04 @ 15h"
"old town","rain","0","09/04 @ 16h"
"old town","rain","0","09/04 @ 17h"
"old town","rain","0","09/04 @ 18h"
"old town","rain","0","09/04 @ 19h"
"old town","rain","0","09/04 @ 20h"
"old town","rain","0","09/04 @ 21h"
"old town","rain","0","09/04 @ 22h"
"old town","rain","0","09/04 @ 23h"
"old town","rain","0","10/04 @ 00h"
"old town","rain","1","10/04 @ 01h"
"old town","rain","0","10/04 @ 02h"
"old town","rain","0","10/04 @ 03h"
"old town","rain","0","10/04 @ 04h"
"old town","rain","0","10/04 @ 05h"
"old town","rain","0","10/04 @ 06h"
"old town","rain","0","10/04 @ 07h"
"old town","rain","0","10/04 @ 08h"
"old town","rain","0","10/04 @ 09h"
"old town","rain","0","10/04 @ 10h"
"old town","rain","0","10/04 @ 11h"
"old town","rain","0","10/04 @ 12h"
"old town","tsunami","0","06/04 @ 00h"
"old town","tsunami","0","06/04 @ 01h"
"old town","tsunami","0","06/04 @ 02h"
"old town","tsunami","0","06/04 @ 03h"
"old town","tsunami","0","06/04 @ 04h"
"old town","tsunami","0","06/04 @ 05h"
"old town","tsunami","0","06/04 @ 06h"
"old town","tsunami","0","06/04 @ 07h"
"old town","tsunami","0","06/04 @ 08h"
"old town","tsunami","0","06/04 @ 09h"
"old town","tsunami","0","06/04 @ 10h"
"old town","tsunami","0","06/04 @ 11h"
"old town","tsunami","0","06/04 @ 12h"
"old town","tsunami","0","06/04 @ 13h"
"old town","tsunami","0","06/04 @ 14h"
"old town","tsunami","0","06/04 @ 15h"
"old town","tsunami","0","06/04 @ 16h"
"old town","tsunami","0","06/04 @ 17h"
"old town","tsunami","0","06/04 @ 18h"
"old town","tsunami","0","06/04 @ 19h"
"old town","tsunami","0","06/04 @ 20h"
"old town","tsunami","0","06/04 @ 21h"
"old town","tsunami","0","06/04 @ 22h"
"old town","tsunami","0","06/04 @ 23h"
"old town","tsunami","0","07/04 @ 00h"
"old town","tsunami","0","07/04 @ 01h"
"old town","tsunami","0","07/04 @ 02h"
"old town","tsunami","0","07/04 @ 03h"
"old town","tsunami","0","07/04 @ 04h"
"old town","tsunami","0","07/04 @ 05h"
"old town","tsunami","0","07/04 @ 06h"
"old town","tsunami","0","07/04 @ 07h"
"old town","tsunami","0","07/04 @ 08h"
"old town","tsunami","0","07/04 @ 09h"
"old town","tsunami","0","07/04 @ 10h"
"old town","tsunami","0","07/04 @ 11h"
"old town","tsunami","0","07/04 @ 12h"
"old town","tsunami","0","07/04 @ 13h"
"old town","tsunami","0","07/04 @ 14h"
"old town","tsunami","0","07/04 @ 15h"
"old town","tsunami","0","07/04 @ 16h"
"old town","tsunami","0","07/04 @ 17h"
"old town","tsunami","0","07/04 @ 18h"
"old town","tsunami","0","07/04 @ 19h"
"old town","tsunami","0","07/04 @ 20h"
"old town","tsunami","0","07/04 @ 21h"
"old town","tsunami","0","07/04 @ 22h"
"old town","tsunami","0","07/04 @ 23h"
"old town","tsunami","0","08/04 @ 00h"
"old town","tsunami","0","08/04 @ 01h"
"old town","tsunami","0","08/04 @ 02h"
"old town","tsunami","0","08/04 @ 03h"
"old town","tsunami","0","08/04 @ 04h"
"old town","tsunami","0","08/04 @ 05h"
"old town","tsunami","0","08/04 @ 06h"
"old town","tsunami","0","08/04 @ 07h"
"old town","tsunami","2","08/04 @ 08h"
"old town","tsunami","0","08/04 @ 09h"
"old town","tsunami","0","08/04 @ 10h"
"old town","tsunami","0","08/04 @ 11h"
"old town","tsunami","0","08/04 @ 12h"
"old town","tsunami","0","08/04 @ 13h"
"old town","tsunami","0","08/04 @ 14h"
"old town","tsunami","0","08/04 @ 15h"
"old town","tsunami","0","08/04 @ 16h"
"old town","tsunami","0","08/04 @ 17h"
"old town","tsunami","1","08/04 @ 18h"
"old town","tsunami","0","08/04 @ 19h"
"old town","tsunami","0","08/04 @ 20h"
"old town","tsunami","0","08/04 @ 21h"
"old town","tsunami","0","08/04 @ 22h"
"old town","tsunami","0","08/04 @ 23h"
"old town","tsunami","0","09/04 @ 00h"
"old town","tsunami","0","09/04 @ 01h"
"old town","tsunami","0","09/04 @ 02h"
"old town","tsunami","0","09/04 @ 03h"
"old town","tsunami","0","09/04 @ 04h"
"old town","tsunami","0","09/04 @ 05h"
"old town","tsunami","0","09/04 @ 06h"
"old town","tsunami","0","09/04 @ 07h"
"old town","tsunami","0","09/04 @ 08h"
"old town","tsunami","1","09/04 @ 09h"
"old town","tsunami","2","09/04 @ 10h"
"old town","tsunami","0","09/04 @ 11h"
"old town","tsunami","0","09/04 @ 12h"
"old town","tsunami","0","09/04 @ 13h"
"old town","tsunami","0","09/04 @ 14h"
"old town","tsunami","0","09/04 @ 15h"
"old town","tsunami","0","09/04 @ 16h"
"old town","tsunami","0","09/04 @ 17h"
"old town","tsunami","0","09/04 @ 18h"
"old town","tsunami","0","09/04 @ 19h"
"old town","tsunami","0","09/04 @ 20h"
"old town","tsunami","0","09/04 @ 21h"
"old town","tsunami","0","09/04 @ 22h"
"old town","tsunami","0","09/04 @ 23h"
"old town","tsunami","0","10/04 @ 00h"
"old town","tsunami","0","10/04 @ 01h"
"old town","tsunami","0","10/04 @ 02h"
"old town","tsunami","0","10/04 @ 03h"
"old town","tsunami","0","10/04 @ 04h"
"old town","tsunami","0","10/04 @ 05h"
"old town","tsunami","0","10/04 @ 06h"
"old town","tsunami","0","10/04 @ 07h"
"old town","tsunami","0","10/04 @ 08h"
"old town","tsunami","0","10/04 @ 09h"
"old town","tsunami","0","10/04 @ 10h"
"old town","tsunami","0","10/04 @ 11h"
"old town","tsunami","0","10/04 @ 12h"
"northwest","earthquake","0","06/04 @ 00h"
"northwest","earthquake","0","06/04 @ 01h"
"northwest","earthquake","0","06/04 @ 02h"
"northwest","earthquake","0","06/04 @ 03h"
"northwest","earthquake","0","06/04 @ 04h"
"northwest","earthquake","0","06/04 @ 05h"
"northwest","earthquake","0","06/04 @ 06h"
"northwest","earthquake","0","06/04 @ 07h"
"northwest","earthquake","0","06/04 @ 08h"
"northwest","earthquake","0","06/04 @ 09h"
"northwest","earthquake","0","06/04 @ 10h"
"northwest","earthquake","0","06/04 @ 11h"
"northwest","earthquake","0","06/04 @ 12h"
"northwest","earthquake","1","06/04 @ 13h"
"northwest","earthquake","4","06/04 @ 14h"
"northwest","earthquake","4","06/04 @ 15h"
"northwest","earthquake","0","06/04 @ 16h"
"northwest","earthquake","2","06/04 @ 17h"
"northwest","earthquake","1","06/04 @ 18h"
"northwest","earthquake","10","06/04 @ 19h"
"northwest","earthquake","0","06/04 @ 20h"
"northwest","earthquake","0","06/04 @ 21h"
"northwest","earthquake","0","06/04 @ 22h"
"northwest","earthquake","0","06/04 @ 23h"
"northwest","earthquake","0","07/04 @ 00h"
"northwest","earthquake","0","07/04 @ 01h"
"northwest","earthquake","0","07/04 @ 02h"
"northwest","earthquake","0","07/04 @ 03h"
"northwest","earthquake","0","07/04 @ 04h"
"northwest","earthquake","0","07/04 @ 05h"
"northwest","earthquake","0","07/04 @ 06h"
"northwest","earthquake","0","07/04 @ 07h"
"northwest","earthquake","4","07/04 @ 08h"
"northwest","earthquake","0","07/04 @ 09h"
"northwest","earthquake","1","07/04 @ 10h"
"northwest","earthquake","0","07/04 @ 11h"
"northwest","earthquake","1","07/04 @ 12h"
"northwest","earthquake","0","07/04 @ 13h"
"northwest","earthquake","0","07/04 @ 14h"
"northwest","earthquake","0","07/04 @ 15h"
"northwest","earthquake","0","07/04 @ 16h"
"northwest","earthquake","0","07/04 @ 17h"
"northwest","earthquake","7","07/04 @ 18h"
"northwest","earthquake","1","07/04 @ 19h"
"northwest","earthquake","0","07/04 @ 20h"
"northwest","earthquake","0","07/04 @ 21h"
"northwest","earthquake","0","07/04 @ 22h"
"northwest","earthquake","0","07/04 @ 23h"
"northwest","earthquake","0","08/04 @ 00h"
"northwest","earthquake","0","08/04 @ 01h"
"northwest","earthquake","0","08/04 @ 02h"
"northwest","earthquake","1","08/04 @ 03h"
"northwest","earthquake","0","08/04 @ 04h"
"northwest","earthquake","0","08/04 @ 05h"
"northwest","earthquake","0","08/04 @ 06h"
"northwest","earthquake","0","08/04 @ 07h"
"northwest","earthquake","9","08/04 @ 08h"
"northwest","earthquake","17","08/04 @ 09h"
"northwest","earthquake","0","08/04 @ 10h"
"northwest","earthquake","3","08/04 @ 11h"
"northwest","earthquake","0","08/04 @ 12h"
"northwest","earthquake","2","08/04 @ 13h"
"northwest","earthquake","7","08/04 @ 14h"
"northwest","earthquake","2","08/04 @ 15h"
"northwest","earthquake","3","08/04 @ 16h"
"northwest","earthquake","2","08/04 @ 17h"
"northwest","earthquake","3","08/04 @ 18h"
"northwest","earthquake","3","08/04 @ 19h"
"northwest","earthquake","1","08/04 @ 20h"
"northwest","earthquake","0","08/04 @ 21h"
"northwest","earthquake","0","08/04 @ 22h"
"northwest","earthquake","2","08/04 @ 23h"
"northwest","earthquake","4","09/04 @ 00h"
"northwest","earthquake","0","09/04 @ 01h"
"northwest","earthquake","2","09/04 @ 02h"
"northwest","earthquake","0","09/04 @ 03h"
"northwest","earthquake","0","09/04 @ 04h"
"northwest","earthquake","0","09/04 @ 05h"
"northwest","earthquake","4","09/04 @ 06h"
"northwest","earthquake","1","09/04 @ 07h"
"northwest","earthquake","8","09/04 @ 08h"
"northwest","earthquake","0","09/04 @ 09h"
"northwest","earthquake","0","09/04 @ 10h"
"northwest","earthquake","0","09/04 @ 11h"
"northwest","earthquake","1","09/04 @ 12h"
"northwest","earthquake","0","09/04 @ 13h"
"northwest","earthquake","0","09/04 @ 14h"
"northwest","earthquake","16","09/04 @ 15h"
"northwest","earthquake","5","09/04 @ 16h"
"northwest","earthquake","0","09/04 @ 17h"
"northwest","earthquake","0","09/04 @ 18h"
"northwest","earthquake","1","09/04 @ 19h"
"northwest","earthquake","0","09/04 @ 20h"
"northwest","earthquake","0","09/04 @ 21h"
"northwest","earthquake","0","09/04 @ 22h"
"northwest","earthquake","0","09/04 @ 23h"
"northwest","earthquake","0","10/04 @ 00h"
"northwest","earthquake","0","10/04 @ 01h"
"northwest","earthquake","0","10/04 @ 02h"
"northwest","earthquake","0","10/04 @ 03h"
"northwest","earthquake","0","10/04 @ 04h"
"northwest","earthquake","0","10/04 @ 05h"
"northwest","earthquake","0","10/04 @ 06h"
"northwest","earthquake","1","10/04 @ 07h"
"northwest","earthquake","0","10/04 @ 08h"
"northwest","earthquake","2","10/04 @ 09h"
"northwest","earthquake","0","10/04 @ 10h"
"northwest","earthquake","0","10/04 @ 11h"
"northwest","earthquake","0","10/04 @ 12h"
"northwest","power","0","06/04 @ 00h"
"northwest","power","0","06/04 @ 01h"
"northwest","power","0","06/04 @ 02h"
"northwest","power","0","06/04 @ 03h"
"northwest","power","0","06/04 @ 04h"
"northwest","power","0","06/04 @ 05h"
"northwest","power","0","06/04 @ 06h"
"northwest","power","2","06/04 @ 07h"
"northwest","power","5","06/04 @ 08h"
"northwest","power","0","06/04 @ 09h"
"northwest","power","4","06/04 @ 10h"
"northwest","power","4","06/04 @ 11h"
"northwest","power","0","06/04 @ 12h"
"northwest","power","0","06/04 @ 13h"
"northwest","power","0","06/04 @ 14h"
"northwest","power","2","06/04 @ 15h"
"northwest","power","0","06/04 @ 16h"
"northwest","power","0","06/04 @ 17h"
"northwest","power","0","06/04 @ 18h"
"northwest","power","0","06/04 @ 19h"
"northwest","power","2","06/04 @ 20h"
"northwest","power","0","06/04 @ 21h"
"northwest","power","0","06/04 @ 22h"
"northwest","power","0","06/04 @ 23h"
"northwest","power","2","07/04 @ 00h"
"northwest","power","0","07/04 @ 01h"
"northwest","power","0","07/04 @ 02h"
"northwest","power","0","07/04 @ 03h"
"northwest","power","0","07/04 @ 04h"
"northwest","power","0","07/04 @ 05h"
"northwest","power","0","07/04 @ 06h"
"northwest","power","2","07/04 @ 07h"
"northwest","power","11","07/04 @ 08h"
"northwest","power","0","07/04 @ 09h"
"northwest","power","0","07/04 @ 10h"
"northwest","power","1","07/04 @ 11h"
"northwest","power","6","07/04 @ 12h"
"northwest","power","0","07/04 @ 13h"
"northwest","power","0","07/04 @ 14h"
"northwest","power","3","07/04 @ 15h"
"northwest","power","2","07/04 @ 16h"
"northwest","power","1","07/04 @ 17h"
"northwest","power","4","07/04 @ 18h"
"northwest","power","0","07/04 @ 19h"
"northwest","power","0","07/04 @ 20h"
"northwest","power","0","07/04 @ 21h"
"northwest","power","0","07/04 @ 22h"
"northwest","power","0","07/04 @ 23h"
"northwest","power","0","08/04 @ 00h"
"northwest","power","0","08/04 @ 01h"
"northwest","power","0","08/04 @ 02h"
"northwest","power","0","08/04 @ 03h"
"northwest","power","0","08/04 @ 04h"
"northwest","power","0","08/04 @ 05h"
"northwest","power","0","08/04 @ 06h"
"northwest","power","1","08/04 @ 07h"
"northwest","power","9","08/04 @ 08h"
"northwest","power","9","08/04 @ 09h"
"northwest","power","6","08/04 @ 10h"
"northwest","power","5","08/04 @ 11h"
"northwest","power","0","08/04 @ 12h"
"northwest","power","8","08/04 @ 13h"
"northwest","power","18","08/04 @ 14h"
"northwest","power","10","08/04 @ 15h"
"northwest","power","5","08/04 @ 16h"
"northwest","power","9","08/04 @ 17h"
"northwest","power","8","08/04 @ 18h"
"northwest","power","5","08/04 @ 19h"
"northwest","power","0","08/04 @ 20h"
"northwest","power","0","08/04 @ 21h"
"northwest","power","2","08/04 @ 22h"
"northwest","power","2","08/04 @ 23h"
"northwest","power","7","09/04 @ 00h"
"northwest","power","2","09/04 @ 01h"
"northwest","power","5","09/04 @ 02h"
"northwest","power","5","09/04 @ 03h"
"northwest","power","5","09/04 @ 04h"
"northwest","power","7","09/04 @ 05h"
"northwest","power","2","09/04 @ 06h"
"northwest","power","4","09/04 @ 07h"
"northwest","power","9","09/04 @ 08h"
"northwest","power","0","09/04 @ 09h"
"northwest","power","5","09/04 @ 10h"
"northwest","power","28","09/04 @ 11h"
"northwest","power","13","09/04 @ 12h"
"northwest","power","3","09/04 @ 13h"
"northwest","power","15","09/04 @ 14h"
"northwest","power","3","09/04 @ 15h"
"northwest","power","7","09/04 @ 16h"
"northwest","power","0","09/04 @ 17h"
"northwest","power","0","09/04 @ 18h"
"northwest","power","1","09/04 @ 19h"
"northwest","power","5","09/04 @ 20h"
"northwest","power","0","09/04 @ 21h"
"northwest","power","0","09/04 @ 22h"
"northwest","power","1","09/04 @ 23h"
"northwest","power","6","10/04 @ 00h"
"northwest","power","2","10/04 @ 01h"
"northwest","power","1","10/04 @ 02h"
"northwest","power","0","10/04 @ 03h"
"northwest","power","0","10/04 @ 04h"
"northwest","power","1","10/04 @ 05h"
"northwest","power","0","10/04 @ 06h"
"northwest","power","1","10/04 @ 07h"
"northwest","power","2","10/04 @ 08h"
"northwest","power","13","10/04 @ 09h"
"northwest","power","0","10/04 @ 10h"
"northwest","power","2","10/04 @ 11h"
"northwest","power","0","10/04 @ 12h"
"northwest","road","0","06/04 @ 00h"
"northwest","road","0","06/04 @ 01h"
"northwest","road","0","06/04 @ 02h"
"northwest","road","0","06/04 @ 03h"
"northwest","road","0","06/04 @ 04h"
"northwest","road","0","06/04 @ 05h"
"northwest","road","0","06/04 @ 06h"
"northwest","road","0","06/04 @ 07h"
"northwest","road","0","06/04 @ 08h"
"northwest","road","0","06/04 @ 09h"
"northwest","road","0","06/04 @ 10h"
"northwest","road","0","06/04 @ 11h"
"northwest","road","1","06/04 @ 12h"
"northwest","road","0","06/04 @ 13h"
"northwest","road","0","06/04 @ 14h"
"northwest","road","0","06/04 @ 15h"
"northwest","road","0","06/04 @ 16h"
"northwest","road","0","06/04 @ 17h"
"northwest","road","0","06/04 @ 18h"
"northwest","road","0","06/04 @ 19h"
"northwest","road","0","06/04 @ 20h"
"northwest","road","0","06/04 @ 21h"
"northwest","road","0","06/04 @ 22h"
"northwest","road","0","06/04 @ 23h"
"northwest","road","0","07/04 @ 00h"
"northwest","road","0","07/04 @ 01h"
"northwest","road","0","07/04 @ 02h"
"northwest","road","0","07/04 @ 03h"
"northwest","road","0","07/04 @ 04h"
"northwest","road","0","07/04 @ 05h"
"northwest","road","0","07/04 @ 06h"
"northwest","road","0","07/04 @ 07h"
"northwest","road","0","07/04 @ 08h"
"northwest","road","0","07/04 @ 09h"
"northwest","road","0","07/04 @ 10h"
"northwest","road","0","07/04 @ 11h"
"northwest","road","0","07/04 @ 12h"
"northwest","road","0","07/04 @ 13h"
"northwest","road","0","07/04 @ 14h"
"northwest","road","0","07/04 @ 15h"
"northwest","road","0","07/04 @ 16h"
"northwest","road","0","07/04 @ 17h"
"northwest","road","0","07/04 @ 18h"
"northwest","road","0","07/04 @ 19h"
"northwest","road","0","07/04 @ 20h"
"northwest","road","0","07/04 @ 21h"
"northwest","road","0","07/04 @ 22h"
"northwest","road","0","07/04 @ 23h"
"northwest","road","0","08/04 @ 00h"
"northwest","road","0","08/04 @ 01h"
"northwest","road","0","08/04 @ 02h"
"northwest","road","0","08/04 @ 03h"
"northwest","road","0","08/04 @ 04h"
"northwest","road","0","08/04 @ 05h"
"northwest","road","0","08/04 @ 06h"
"northwest","road","0","08/04 @ 07h"
"northwest","road","2","08/04 @ 08h"
"northwest","road","9","08/04 @ 09h"
"northwest","road","6","08/04 @ 10h"
"northwest","road","4","08/04 @ 11h"
"northwest","road","2","08/04 @ 12h"
"northwest","road","5","08/04 @ 13h"
"northwest","road","7","08/04 @ 14h"
"northwest","road","4","08/04 @ 15h"
"northwest","road","2","08/04 @ 16h"
"northwest","road","1","08/04 @ 17h"
"northwest","road","0","08/04 @ 18h"
"northwest","road","2","08/04 @ 19h"
"northwest","road","2","08/04 @ 20h"
"northwest","road","0","08/04 @ 21h"
"northwest","road","5","08/04 @ 22h"
"northwest","road","1","08/04 @ 23h"
"northwest","road","1","09/04 @ 00h"
"northwest","road","0","09/04 @ 01h"
"northwest","road","0","09/04 @ 02h"
